gene_id	gene_name	SRR10662892	SRR10662893	SRR10662894	SRR10662895	SRR10662896	SRR10662897	SRR10662898	SRR10662899	SRR10662900	SRR10662901	SRR10662902	SRR10662903	SRR10662904	SRR10662905	SRR10662906	SRR10662907	SRR10662908	SRR10662909
CRLS1	CRLS1	24	13	28	31	31	38	33	0	0	9	3	22	33	9	6	47	9	24
CRMP1	CRMP1	3	3	0	8	1	3	2	0	0	3	11	6	5	7	0	0	0	1
CRNDE	CRNDE	3	2	1	0	0	1	2	1	0	3	0	2	1	0	2	0	0	1
CRNKL1	CRNKL1	42	40	77	58	64	109	83	5	0	22	13	35	46	30	34	104	8	23
CRNN	CRNN	3	10	2	8	1	1	3	0	1	3	1	8	15	2	0	0	5	0
CROCC	CROCC	17.373	11.6	30.166	20.166	12.783	43.516	17.801	12.633	7	9.37	14.47	26.587	11.945	26.428	7	42.779	4.332	7
CROCC2	CROCC2	0	0	0	0	1	1	1	0	1	3	0	1	2	0	0	1	0	0
CROCCP2	CROCCP2	18	7.736	35.834	23.834	35	60.677	36.891	4	0	6	15.53	16	20.511	24	2	41	2	8
CROCCP3	CROCCP3	23.209	18.009	14.016	25.904	28.295	35.731	25.167	6.114	4	12.559	10.696	8.211	20.484	8.789	9.642	11.221	6.668	1.003
CROT	CROT	28	12	39	31	32	47	30	5	5	17	26	21	32	22	6	26	15	8
CRP	CRP	3	6	5	11	9	0	5	2	0	0	10	3	7	1	0	0	0	3
CRPPA	CRPPA	16	15	10	23	14	3	12	2	0	13	10	25	21	9	5	0	9	18
CRPPA-AS1	CRPPA-AS1	12	2	9	14	12	1	5	0	0	3	3	4	10	2	0	0	3	5
CRSP8P	CRSP8P	1.268	0	2.427	3.905	1.236	0	0	0	0	3.309	1.89	0	3.428	0	0	0	1.584	0
CRTAC1	CRTAC1	1	1	0	3	2	0	2	0	0	1	1	1	1	0	0	4	1	2.527
CRTAM	CRTAM	5	8	5	15	14	20	17	6	0	7	4	8	6	4	2	28	5	7
CRTAP	CRTAP	70	46	89	93	106	180	125	18	26	19	32	73	42	24	64	237	20	35
CRTC1	CRTC1	22	21	26	18	27	77	45	7	3	6	5	14	8	12	4	67	1	10
CRTC2	CRTC2	21	11	33	29	41	89	67	11	9	3	10	16	14	17	18	112	3	16
CRTC3	CRTC3	74	51	127	83	100	213	145	21	10	19	37.91	60	52	48	50	270	4	54
CRTC3-AS1	CRTC3-AS1	0	2	0	1	1	0	2	0	0	0	1.09	0	0	1	1	0	1	0
CRX	CRX	6	9	2	5	5	1	6	0	1	3	0	5	7	6	1	0	2	1
CRY1	CRY1	15	16	69	33	55	74	52	5	10	15	14	23	16	16	15	116	9	21
CRY2	CRY2	29	19	55	21	29	65	50	11	2	7	14	23	27	15	17	47	17	14
CRYAA	CRYAA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CRYAA2	CRYAA2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
CRYAB	CRYAB	2	1	1	1	6	0	0	0	0	2	1	3	2	3	0	0	1	5
CRYBA1	CRYBA1	0	0	1	3	2	1	0	1	0	0	2	0	0	1	0	1	2	0
CRYBA2	CRYBA2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CRYBA4	CRYBA4	2	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	0
CRYBB1	CRYBB1	1	1	1	1	1	0	0	0	0	0	0	2	2	1	0	0	1	0
CRYBB2	CRYBB2	2.261	0	0	1.175	0	0	0	0	0	2	2.184	0	0	0	0	0	1	1
CRYBB2P1	CRYBB2P1	12.739	4	37	8.825	13	39	24	6	0	0	6.815	10	8	4	6	14	8	5
CRYBB3	CRYBB3	3	0	0	1	1	0	0	0	0	0	2	1	1	0	0	0	0	1
CRYBG1	CRYBG1	122.991	78.023	195	165.856	248.526	441.867	212.756	46	52	43.382	69.995	139.942	99.664	93.488	52	204.911	39.023	101
CRYBG2	CRYBG2	9	2	6	5	3	8	6	2	0	0	1	6	4	6	4	7	1	2
CRYBG3	CRYBG3	62.407	23.881	47.773	65.081	79.813	51.894	61.609	1.189	27	23.707	26.844	46.856	47.901	34.049	8.362	50.573	19.172	30.987
CRYGA	CRYGA	3	0	0	4	0	0	1	0	0	1	3	1	0	1	1	0	3	0
CRYGB	CRYGB	1	0	0	1	0	0	1	0	0	0	0	1	3	1	0	0	0	0
CRYGC	CRYGC	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CRYGD	CRYGD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYGN	CRYGN	3	1	0	0	1	0	0	0	0	1	1	1	0	0	0	6	1	2
CRYGS	CRYGS	2	0	8	2	7	5	4	0	0	2	4	1	4	3	0	0	2	0
CRYL1	CRYL1	14	7	23	19	15	57	21	0	2	1	4	11	6	3	10	5	7	2
CRYM	CRYM	2	3	0	2	5	1	1	0	0	1	2	2	3	5	0	0	0	0
CRYM-AS1	CRYM-AS1	2	1	3	12	2	0	1	0	0	3	2	4	10	5	0	0	0	1
CRYZ	CRYZ	29.752	18.649	48.378	41.023	61.119	74.854	41.036	5	7	12	5	39.004	23.104	16	21	121.019	10	51.383
CRYZL1	CRYZL1	27	11	39	26	32	53	33	6	3	2	13	10	14	11	17	33	5	24
CRYZL2P	CRYZL2P	17	14	6	10	4.49	2	8.681	0	0	10	8	12	17.976	6	0	0	4	13
CRYZL2P-SEC16B	CRYZL2P-SEC16B	0	4.297	0	8.759	7.51	0	4.32	0	0	0	0	11	1.178	0	0	0	0	0
CS	CS	49	34	90	46	80	239	137	23	12	19	27	39	48	32	34	185	16	51
CSAD	CSAD	19	11	34	11	19	40	27	1	0	1	13	12	12	9	2	26	3	10
CSAG1	CSAG1	2	0	0	1	1	0	1	0	0	0	2	0	0	0	2	2	0	0
CSAG3	CSAG3	4.001	2	0	5	2	0	2	0	0	0	1	3	1	2	0	0	1	0
CSAG4	CSAG4	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
CSDC2	CSDC2	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	2
CSDE1	CSDE1	396	213.001	714.581	374.001	483	1022	662	130	43	72	126	266	197	168	163	938.383	66	217
CSE1L	CSE1L	61	35	108	68	71	173	110	22	9	27	25	38	43	66	47	145	25	46
CSE1L-AS1	CSE1L-AS1	1	1	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0
CSF1	CSF1	14	8	23	17	4	25	24	0	0	8	8	15	16	10	8	32	3	1
CSF1R	CSF1R	3	5	0	5	2	1	3	0	0	4	5	4	5	4	0	10	2	1
CSF2	CSF2	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0
CSF2RA	CSF2RA	0	9	3	7	3	2	2	0	0	5	2	6.249	6	1	0	2	2	0
CSF2RB	CSF2RB	3	8	1	3	15	7	8	0	0	4	4	6	7	13	1	3	1	4
CSF3	CSF3	0	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3
CSF3R	CSF3R	2	5	0	6	2	0	2	0	0	0	2	4	2	0	0	0	1	0
CSGALNACT1	CSGALNACT1	46	30.001	27	29	58	87	55	18	3	17	36	13	42	38	23	54	15	34
CSGALNACT2	CSGALNACT2	49	36	76	37	49	152	68	25	2	20	22	54	67	50	22	97	15	30
CSH1	CSH1	0	0	1	0	0	0	0	0	0	2	0	0	0	2.85	0	0	0	0
CSH2	CSH2	2.442	3	0	2	3	0	0	0	0	1	6	2	5.714	1.088	0	0	0	1
CSHL1	CSHL1	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CSK	CSK	68	42	161	98	88	326	206	24	21	16	25	63	39	23	31	212	23	79
CSKMT	CSKMT	4.395	5.791	7.614	4.133	4.399	6.174	4.444	0	3	2	2.122	5.234	3	0	4	1	3	7.88
CSMD1	CSMD1	39	20	23	26	40	0	26	1	2	18	13	17	32	5	4	1	12	11
CSMD2	CSMD2	21	25	5	27	17	1	4	0	0	14	10	10	19	8	3	5	10	3
CSMD2-AS1	CSMD2-AS1	4	4	1	6	7	0	2	0	0	1	1	9	2	0	0	0	3	3
CSMD3	CSMD3	34	18	24	38	32	6	40	3	3	10	13	28	39	14	6	10	17	26
CSN1S1	CSN1S1	0	0	1	1	7	0	3	0	0	0	0	1	1	0	0	0	0	2
CSN1S2AP	CSN1S2AP	1	1	1	1	1	0	0	0	0	0	1	1	2	0	0	0	2	0
CSN1S2BP	CSN1S2BP	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2
CSN2	CSN2	2	3	2	2	3	0	5	0	0	2	2	2	4	2	2	0	0	2
CSN3	CSN3	1	2	5	3	4	0	3	0	0	0	1	1	3	1	0	0	1	0
CSNK1A1	CSNK1A1	174	112	371	217	315	581	364	54	12	52	66	153.001	121	151	116	425	68	141
CSNK1A1L	CSNK1A1L	3	1	4	1	6	0	0	0	0	3	3	1	13	9	0	0	5	0
CSNK1A1P1	CSNK1A1P1	4	1	1	3	1	0	1	0	0	1	0	5	4	0	0	0	0	0
CSNK1D	CSNK1D	59	26	73.001	55	48	190.071	91.149	8	8	14	14	30.655	32	31.696	20	122	20	40.774
CSNK1E	CSNK1E	10	0	11.019	7	19	46	11.772	0	0	4	9	7	10	15	0	44	0	4
CSNK1G1	CSNK1G1	81	47	75	65	69	144	81	8	3	33	34	47	36	35	32	89	31	17
CSNK1G2	CSNK1G2	17	6	43	27	28	116	29	0	0	5	10	11	16	8	7	57	8	3
CSNK1G2-AS1	CSNK1G2-AS1	3	1	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0
CSNK1G3	CSNK1G3	72	42	91.001	52	62	109	71	15	2	16	25	26	20	41	38	148	13	52
CSNK2A1	CSNK2A1	91.948	66.936	99.32	139.629	105.209	149	110.18	19.908	16	56.973	55.243	88.161	77.467	49.97	28.388	115.832	42.118	57.423
CSNK2A2	CSNK2A2	5	0	5	2	4	9	3	1	0	3	2	1	3	5	0	7	0	0
CSNK2A3	CSNK2A3	7.052	6.064	5.679	7.371	10.791	0	13.82	3.092	0	7.027	5.758	5.839	0	5.488	4.612	13.168	2.882	8.577
CSNK2B	CSNK2B	50	33	102	53	78	179.982	125	5	9	9	19.889	37	39.98	20	38	173	13	43.943
CSNKA2IP	CSNKA2IP	10	1	3	5	7	0	8	8	0	3	4	7	10	3	0	6	8	25
CSPG4	CSPG4	4	6	2	4	4	2	1	0	0	0	1	2	6	12	1	6	2	0
CSPG4P1Y	CSPG4P1Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSPG5	CSPG5	6	0	1	2	3	0	1	1	2	1	2	1	2	3	0	0	0	2
CSPP1	CSPP1	30	32	27	27	26	65	43	8	0	6	15	15	19	19	15	57	12	7
CSRNP1	CSRNP1	12	24	25	13	42	80	34	12	5	7	11	22	11	10	13	5	7	6
CSRNP2	CSRNP2	28.957	20.846	17.978	23.328	27.549	47.824	22.977	2	3.699	6.593	2	18.998	21.905	11	31.99	29.846	13	15
CSRNP3	CSRNP3	54	27	49	50	124	3	76	40	2	20	23	39	39	21	0	0	38	61
CSRP1	CSRP1	23	14	47	20	36	89	51	8	2	7	9	17	9	10	10	60	7	28
CSRP2	CSRP2	4	2	3	6	2	2	3	0	0	1	0	7	6	0	1	0	0	0
CSRP3	CSRP3	4	2	0	2	7	0	6	0	0	0	1	5	1	0	0	0	1	6
CST1	CST1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
CST11	CST11	2	1	0	1	0	0	0	0	0	2	0	2	0	1	0	0	0	0
CST13P	CST13P	2	2	0	2	0	0	0	0	0	1	2	1	3	5	0	0	4	0
CST2	CST2	0	0	1	0	1	0	0	0	0	1	2	1	1	0	0	0	0	0
CST3	CST3	5	3	2	11	10	0	3	0	0	5	9	4	8	1	1	11	2	2
CST4	CST4	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CST5	CST5	1	2	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0
CST6	CST6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST7	CST7	32	15	56	53	19	183	122	19	0	4	1	7	16	11	32	89	12	27
CST8	CST8	3	1	0	3	0	0	0	0	0	2	0	1	1	2	0	0	0	1
CST9	CST9	4	5	0	4	5	2	4	0	0	1	0	1	5	0	0	0	0	0
CST9L	CST9L	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1
CSTA	CSTA	5	2	3	6	7	1	5	0	0	0	2	3	7	1	0	1	2	0
CSTB	CSTB	40	48	96	47	42	271	103	9	2	7	19	40	26	23	50	197	15	67
CSTF1	CSTF1	57	39	79	47	74	103	80	7	13	9	16	47	41	61	33	96	15	40
CSTF2	CSTF2	17	7	25	13	24	19	36	0	0	8	7	12	19	16	0	48	4	7
CSTF2T	CSTF2T	42	30	80	57	51	114	78	14	1	9	20	35	54	34	40	170	13	21
CSTF3	CSTF3	29	17	35	17	40	62.999	41	0	0	6	16	19	18	4	13	42	4	5
CSTF3-DT	CSTF3-DT	20	6	6	11	9	1	1	0	0	0	8	13	20	9	2	0	4	0
CSTL1	CSTL1	2	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0
CT45A1	CT45A1	0	0	0	0	0	0	0	3.587	0	0	0	1.626	4.017	4.023	0	0	0	2.01
CT45A10	CT45A10	0	4.666	0	0	2.866	0	0	0	0	7.044	0	0	0	0	0	0	0	0
CT45A2	CT45A2	0	0	12.737	0	0	0	0	1.436	0	0	0	0	0	0	0	0	0	5.99
CT45A3	CT45A3	0	5.646	4.263	10.158	0	2	8.169	1.976	0	0	5.704	2.374	11.375	0	0	0	0	0
CT45A5	CT45A5	19.947	14.689	0	0	11.034	0	0	0	0	0	16.296	0	0	0	0	0	0	0
CT45A6	CT45A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3.257	0
CT45A7	CT45A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.743	0
CT45A8	CT45A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT45A9	CT45A9	10.053	0	0	7.842	5.1	0	19.831	0	0	4.956	0	0	14.608	4.977	0	0	0	0
CT47A1	CT47A1	0	0	0	0	0	0	0	0	0	0	0	0	6.91	9	0	0	0	0
CT47A10	CT47A10	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	2	0
CT47A11	CT47A11	12.955	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
CT47A12	CT47A12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CT47A2	CT47A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A3	CT47A3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A4	CT47A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A5	CT47A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A6	CT47A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A7	CT47A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.472	0	0	0
CT47A8	CT47A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.528	0	0	0
CT47A9	CT47A9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47B1	CT47B1	1.045	0	1	2	1	0	0	0	0	0	0	2	1.09	0	0	0	0	0
CT55	CT55	18	5	6	6	8	0	8	2	4	7	4	7	13	7	0	0	10	4
CT66	CT66	1	0	2	1	1	1	3	4	0	0	3	0	0	2	0	0	0	2
CT69	CT69	5	5	3	7	4	0	4	0	0	2	5	3	2	5	1	0	1	1
CT75	CT75	18	8	25	21	43	0	36	6	0	5	12	18	36	7	4	0	10	28
CT83	CT83	3	3	1	4	2	1	2	0	0	1	0	2	1	0	1	1	3	0
CTAG1A	CTAG1A	0	0	0	0	1	0	0	0	0	0	0	0	0	3.595	0	0	0	0
CTAG1B	CTAG1B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CTAG2	CTAG2	0	0	0	1	0	0	0	0	0	0	0	0	0	3.405	4	2	0	0
CTAGE1	CTAGE1	8	4	10.002	18	9	1.006	17.001	1	2	5.259	6	10.155	12.196	9	0	8	6	22
CTAGE10P	CTAGE10P	6.979	12	3.057	5.312	3.771	2.035	3.101	0	0	1	2	3	2.047	4	0	0	0	0
CTAGE11P	CTAGE11P	2	0	4.159	3.547	1.235	0	2.006	1	0	2.159	0	2.08	8.415	0	0	1	8.742	3
CTAGE15	CTAGE15	0	0	0	7.03	2.28	6.325	0	0	0	3.947	9.643	8.156	22.92	0	0	0	0	7.727
CTAGE4	CTAGE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.312	0	0
CTAGE6	CTAGE6	10.578	11.622	1.558	3.232	0	5.842	5.036	0	0	0	0	0	0	0	0	12.688	5.977	0
CTAGE7P	CTAGE7P	3	5	2	7	4	8	4	0	0	2	0	0	3	0	5.995	1	14.998	0
CTAGE8	CTAGE8	0	15.808	13.651	1.811	22.276	17.833	10.964	0	0	19.894	7.357	3.721	31.66	12.18	0	0	0	8.273
CTAGE9	CTAGE9	4.416	7.57	4.597	3.142	13.421	0	0	0	0	0	0	2.006	0	3.82	0	0	3.28	0
CTB-178M22.2	CTB-178M22.2	0	4	0	4	0	0	0	0	2	0	0	4	1	3	0	0	0	1
CTBP1	CTBP1	25.707	25.993	86.187	26.998	51.014	170.08	104.483	4.378	4	20.369	19.908	33.001	19.903	26.947	26	97.806	12	30.724
CTBP1-AS	CTBP1-AS	4.092	4.007	3.813	9.002	9.987	12.92	7.517	5.622	1	7.631	3.092	6.429	1.097	1.053	0	1.194	0	4.276
CTBP1-DT	CTBP1-DT	19	7	15	11	27	35	21	10	0	1	10	5	10	31	3	26	5	10
CTBP2	CTBP2	16.321	26.669	25.3	20.793	28.63	8.829	13.83	5.261	0	6.216	15.245	19.836	42.114	16.083	0	0	21.019	6.514
CTBS	CTBS	64	31	103	74	78	137	113	11	0	10	37	56.857	31	29	26	102	14	51
CTC-338M12.4	CTC-338M12.4	11	0	8.048	0	8.794	13.645	5.279	0	0	4	1	0	5.642	1.414	4	0	0	2.501
CTC1	CTC1	177	99	217	137	239	553	274	22	13	42	70	123	103.277	61	51	380	34	51
CTCF	CTCF	41	42	66	54	48	117	67	15	1	18	15	43	33	25	32	100	12	43
CTCFL	CTCFL	20	18	7	18	6	2	6	0	0	9	12	17	23	16.001	0	2	5	1
CTD-2194D22.4	CTD-2194D22.4	4	5	0	11	0	1	0	0	0	1	1	3	2	1	0	0	0	1
CTD-2201I18.1	CTD-2201I18.1	2	13	4	9	27.998	12.876	7	3	0	4	8.705	5	19	5	7	13	1	7.774
CTD-2297D10.2	CTD-2297D10.2	2	4	0	1	1	2	1	0	0	2	2	1	5	2	0	0	0	0
CTD-2350J17.1	CTD-2350J17.1	1	1	0	1	4	0	1	0	0	0	0	1	0	0	0	1	0	3
CTD-3080P12.3	CTD-3080P12.3	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
CTDNEP1	CTDNEP1	15	14	14	4	21	56	29	1	0	1	3	4	7	4	4	49	7	9
CTDP1	CTDP1	38	20	77	18	39	53	27	2	0	14	19	24	19	10	3	45	9	10
CTDSP1	CTDSP1	29	19	65	49	52	162	69	7	7	11	16	26	26	13	29	127	18	41
CTDSP2	CTDSP2	103	87	179	138	192	299	189	22	16	41	46	84	93	57	43	277	18	79
CTDSPL	CTDSPL	14	9	8	17	6	2	5	6	0	8	13	14	5	16	8	0	6	6
CTDSPL2	CTDSPL2	91	38	116	81	128	255	159	32	7	34	37	74	56	34	48	177	28	44
CTF1	CTF1	0	2	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0
CTH	CTH	3	2	8	2	5	3	6	0	1	4	4	4	5	0	0	1	0	0
CTHRC1	CTHRC1	2	1	4	2	5	0	2	0	0	0	2	6	9	1	2	2	1	3
CTIF	CTIF	1	8	2	1	5	2	3	0	0	0	1	1	4	4	3	2	1	0
CTLA4	CTLA4	20	10	21	22	33	152	111	1	0	9	6	19	15	0	8	56	8	4
CTNNA1	CTNNA1	13	21	23	31	23	45	22	2	1	3	5	13	25	7	15	53	3	8
CTNNA2	CTNNA2	11	11	13.001	13	16	1	18	1	1	2	4	4	18	5	1	0	7	9
CTNNA2-AS1	CTNNA2-AS1	1	1	1	0	2	1	1	0	0	1	1	0	5	1	0	0	1	1
CTNNA3	CTNNA3	55	66	47	53	53	3	41	2	4	18	32	23	45	33	9	20	40	17
CTNNAL1	CTNNAL1	4	6	4	8	11	2	4	0	3	1	2	1	8	1	5	0	6	14
CTNNB1	CTNNB1	116	50	218.001	75	183	420	230	17	21	43	53	67	63	62	63	324	29	49
CTNNBIP1	CTNNBIP1	4	11	5	3	6	17	8	0	0	1	6	4	0	0	1	6	0	1
CTNNBL1	CTNNBL1	24	9	48	26	37	62	33	3	7	3	7	18	25	8	19	46	8	16
CTNND1	CTNND1	28	12	22	30	33	11.048	57	0	3	10	25	20	19	18	0	0	9	10
CTNND2	CTNND2	14	5	2	7	23	1	8	0	0	3	10	9	18	2	3	2	5	5
CTNS	CTNS	9	4	13.003	5	5	18	12	4	0	4	3	1	7	4	1	7	4	0
CTPS1	CTPS1	14	18	32	24	19	36	37	0	11	6	3	16	17	7	17	44	4	18
CTPS2	CTPS2	10	10	10	16	25	21	15	11	0	7	8	10	14	8	0	18	0	1
CTR9	CTR9	62	49	131	79	77	213	140	12	0	30	15	41	36	31	19	276	20	30
CTRB1	CTRB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTRB2	CTRB2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CTRC	CTRC	3	8	3	4	2	1	3	0	0	4	6	6	5	4	0	0	2	1
CTRL	CTRL	3	3	5	3	2	3	2	2	0	2	6	2	2	0	0	6	0	1
CTSA	CTSA	43	20.234	77.318	44.005	65.742	151.343	75.038	4	3	14	22.001	28.046	23.953	21	30	69.928	14	33
CTSB	CTSB	119	55	231	83	192	362	225.999	32	18	32	41	90	98	81	59	244	23	42
CTSC	CTSC	102	38	158	87	100	262	188	30	7	27	20	91	49	56	25	93	43	62
CTSD	CTSD	62	32	90	50	72	174	131	6	14	11	5	18	39	30	28	134	10	72
CTSE	CTSE	3	6	3	6	5	0	1	0	0	3	1	4	7	0	0	0	12	2
CTSF	CTSF	9	12	8	8	25	32	24	3	4	0	10	3	3	5	1	40	3	0
CTSG	CTSG	0	0	2	2	2	0	0	0	0	2	0	1	5	1	0	0	0	0
CTSH	CTSH	10	7	26	15	13	20	14	4	1	1	8	4	15	8	9	34	1	3
CTSK	CTSK	7	4	5	10	3	13	13	0	3	2	0	3	10	7	2	1	2	2
CTSL	CTSL	16	5	6	1	10	63	20	6	2	1	2	1	3	0	2	66	0	2
CTSL3P	CTSL3P	0	0	0	0	2	0	1	0	0	0	0	2	3	1	0	0	1	1
CTSLP2	CTSLP2	1	1	2	1	0	0	2	0	0	0	0	1	2	4	0	0	0	4
CTSLP8	CTSLP8	0	1	0	3	0	0	0	0	0	0	1	0	1	0	0	0	2	0
CTSO	CTSO	38	9	36	51	36	43	30	5	8	19	13	12	17	14	6	26	7	6
CTSS	CTSS	81	43	133	111	90	268	179	15	7	32	22	57	49	27	53	332	7	74
CTSV	CTSV	16	5	4	21	6	0	5	0	0	7	8	4	25	10	1	0	5	12
CTSW	CTSW	16	4	9	13	5	39	24	6	7	2	3	5	6	4	11	32	9	1
CTSZ	CTSZ	1	0	1	0	3	0	6	0	0	2	1	2	1	1	1	0	0	0
CTTN	CTTN	1	1	2	3	0	0	7	0	0	2	2	0	2	0	7	0	0	0
CTTNBP2	CTTNBP2	18	18	7	18	30	4	21	0	0	7	17	13	28	9	0	4	14	13
CTTNBP2NL	CTTNBP2NL	26	16	8	23	18	4	16	0	0	13	15	9	36	4	0	0	17	14
CTU1	CTU1	5	3	6	3	4	11	8	0	0	3	1	2	4	9	0	20	0	1
CTU2	CTU2	4	3	21	4	4	9	10	3	0	0	1	3	3	2	0	33	0	0
CTXN1	CTXN1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CTXN2	CTXN2	13	3	8	15	23	2	14	0	0	5	8	6	18	1	0	0	4	16
CTXN3	CTXN3	5	4	9	11	13	0	4	1	0	5	5	4	11	6	0	1	1	5
CTXND1	CTXND1	17	11	11	19	14	2	22	1	0	4	14	12	20	10	0	0	5	7
CTXND2	CTXND2	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	2	0
CUBN	CUBN	29	30	28	45	51	63	51	3	1	11	11	25	35	12	12	25	10	37
CUEDC1	CUEDC1	0	0	2	2	4	1	0	0	0	2	5	0	1	4	2	0	1	0
CUEDC2	CUEDC2	11	8	41	21	22	37	35	1	7	5	5	4	9	7	7	15	8	19
CUL1	CUL1	52	32	104	38	80	155	94	11	0	12	24	39	26	24	34	207	13	37
CUL2	CUL2	45	25	103	51	59	104	60	7	0	18	17	36.001	27	20	51	51	23	39
CUL3	CUL3	62	43	64	57	66	107	59	6	4	25	36	59	52	32	30	75	19	44
CUL4A	CUL4A	78	47	154	79	114	317.066	173.188	50	6	22.154	33	51	39	26.745	32	219	9	62
CUL4B	CUL4B	78	31	115	82	109	128	111	20	0	11	16	45	37	24	30	47	33	9
CUL5	CUL5	89	74	137	83	77	164	108	10	1	23	36	65	59	35	29	129	30	49
CUL7	CUL7	14	9	13	24	12	42.361	29	1	1	8	14	13	8	7	3	50	1	8
CUL9	CUL9	29	50	53	31	71	108.639	54	15	7	12	19	37	39	13	25	46	3	18
CUTA	CUTA	56.001	41	136	45	90	224.001	160	25	16	5	13	35	21	26	32	182	13	25
CUTALP	CUTALP	57	29	98	13	91	189	106	3	8	15	20	44	50	32	14	72	29	27
CUTC	CUTC	18	18	26	24	42	79	44	6	0	11	4	15	18	21	19	52	13	14
CUX1	CUX1	33	20	62	39	54	95	50	9	2	7	26	32	27	58	10	110	15	43
CUX2	CUX2	4	5	3	9	8	0	0	1	0	2	7	3	12	9	0	2	6	0
CUZD1	CUZD1	0	0	0	8	12	0	0	0	0	3	3	0	0	1	0	0	2	1
CWC15	CWC15	15	18	60	36	44	82	74	4	0	8	12	10	21	14	18	79	6	33
CWC22	CWC22	67	42	80	71	79	149	103	16	15	22	28	41	42.001	33	22	107	17	39
CWC25	CWC25	28	14	50	21	38	80	54	6	6	9	13	8	12	13	13	56	15	25
CWC27	CWC27	38	24	59	44	54	78	54	5	3	17.001	25.999	35.001	26	24	8	64	9	27
CWF19L1	CWF19L1	30	28	52	15	41	83	68.001	5	1	4	10	26	21	26	10	92	9	6
CWF19L2	CWF19L2	48	22	72	49	69	96	52	6	0	9	20	35	36	41	22	81	10	41
CWH43	CWH43	12	6	1	11	7	1	6	3	0	2	5	4	4	8	0	0	2	5
CX3CL1	CX3CL1	5	8	1	8	1	0	1	0	0	3	1	6	3	3	4	0	0	0
CX3CR1	CX3CR1	18	9	8	22	6	46	31	0	1	6	4	8	9	4	0	0	4	11
CXADR	CXADR	29	32.783	18.72	46.69	23.728	14	13.654	2	2	4	17	15.463	28.676	17.536	9.238	3	10.422	6.135
CXADRP2	CXADRP2	8	4.217	19.28	8.31	11.337	0	6.346	0	0	6.425	1	7.538	5.325	5.463	3.275	0	6.578	14.864
CXADRP3	CXADRP3	2	0	2	0	5.936	1	0	0	0	4.575	5	1	1	0	3.486	0	3	1
CXCL1	CXCL1	2	0	1.246	2	1	1	3	0	0	1	0	1	0	2	0	0	0	5
CXCL10	CXCL10	5	2	4	7	2	2	2	0	0	2	2	4	2	3	0	0	1	0
