gene_id	gene_name	SRR10662892	SRR10662893	SRR10662894	SRR10662895	SRR10662896	SRR10662897	SRR10662898	SRR10662899	SRR10662900	SRR10662901	SRR10662902	SRR10662903	SRR10662904	SRR10662905	SRR10662906	SRR10662907	SRR10662908	SRR10662909
NEK5	NEK5	25	15	27	30	24	20	25	2	0	12	20	27	46	15	3	38	17	18
NEK6	NEK6	11	3	12	24	7	51	20	11	0	3	5	8	11	8	5	40	7	13
NEK7	NEK7	118	30	160	100	129	291	156	39	11	15	48	84	64	50	60	264	9	79
NEK8	NEK8	5	3	6	3	7	16	7	0	0	5	0	3	3	9	8	2	1	9
NEK9	NEK9	77.999	42.898	117.792	115.037	91.615	192.737	130	23	6	25	40	54.465	76.963	24	21	133	19	33
NELFA	NELFA	18	11	41	11	33	75	56	8	6	10	4	18	28	26	20	97	11	28
NELFB	NELFB	10	6	12	7	12	39	8	0	1	2	5	7	5	0	6	45	0	0
NELFCD	NELFCD	25	15	82	37	63	146	111	20	1	17	17	34	25	24	2	115	19	25
NELFE	NELFE	13	6	28	23	30	76	60	11	1.002	4	1.998	3	8	18	15	59	7	16
NELL1	NELL1	12	10	22	19	45	1	36	8	1	10	8	5	7	5	8	0	9	17
NELL2	NELL2	72	23	98	39.999	41	155	54	4	9	26	26	49	31	15	7	195	14	21
NEMF	NEMF	90.852	78	172.497	110.93	183.857	295.985	174.227	46.425	9	37.683	75.404	77.995	72.112	90.125	62.988	231.249	28.612	42.421
NEMP1	NEMP1	48	41	57	55	87	92	63	2	0	18	17	32	52	33	28	58	25	19
NEMP2	NEMP2	60	25	63	45	70	108	76	17	11	29	20	35	54	14	23	33	27	61
NENF	NENF	6	11	15	3	2	17	11	0	1	1	0	7	7	1	1	6	1	11
NEO1	NEO1	25	19	7	12	26	9	11	2	0	6	9	11	30	5	1	18	5	8
NEPRO	NEPRO	52	42	83	64	86	100	95	8	7	11	24	38	46	21	30	124	13	45
NES	NES	1	4	1	0	0	0	1	0	0	5	1	6	4	7	0	0	0	0
NET1	NET1	15	17	12	15	10	22	10	1	0	5	10	9	8	4	0	7	3	1
NETO1	NETO1	24	41	39	28	54	4	52	2	2	10	19	43.001	46	7	8	0	17	10
NETO2	NETO2	36	17	17	29	20	14	11	4	4	7	20	15	28	13	3	2	13	3
NEU1	NEU1	15	6	40	6	25	39	22	1.001	0	11	7	13.008	13	5	8	23	6	1.001
NEU2	NEU2	0	1	1	0	0	2	0	0	0	0	2	1	2	3	0	0	0	1
NEU3	NEU3	56	24	42	62	42	33	30	13	2	21	18	34	42	16	7	54	28	8
NEU4	NEU4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NEURL1	NEURL1	1	1	1	3	4	16	2	0	1	0	2	1	9	9	0	3	0	0
NEURL1-AS1	NEURL1-AS1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0
NEURL1B	NEURL1B	5	4	1	6	7	1	2	0	0	8	2	4	10	0	0	0	0	1
NEURL2	NEURL2	0	2.819	0	2	3.305	1.657	0	0	0	1	0	0	1.047	0	0	21.072	0	0
NEURL3	NEURL3	2	1	0	2	1	0	0	0	0	1	0	0	5	2	0	1	2	2
NEURL4	NEURL4	11	3	2	6	8	10	18	4	0	3	2	8	3	10	0	0	2	0
NEUROD1	NEUROD1	22	7	34	15	32	0	29	4	1	8	12	12	32	19	8	0	16	13
NEUROD2	NEUROD2	2	4	8	4	6	3	1	0	0	0	1	0	4	1	2	0	1	3
NEUROD4	NEUROD4	16	7	11	15	45	0	20	3	0	7	18	12	22	11	3	0	27	33
NEUROD6	NEUROD6	4	1	1	5	3	0	5	0	0	1	2	2	1	7	0	0	2	0
NEUROG1	NEUROG1	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1
NEUROG2	NEUROG2	0	0	0	0	3	0	2	0	0	0	1	0	1	1	5	0	0	0
NEUROG2-AS1	NEUROG2-AS1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
NEUROG3	NEUROG3	0	0	1	0	2	1	0	0	0	1	0	0	0	3	1	0	0	0
NEXMIF	NEXMIF	51	25	44	70	104	2	63	4	0	19	32	25	43	32	0	0	43	51
NEXN	NEXN	15	8	21	20	10	8	16	4	2	15	7	12	22	18	2	23	2	4
NEXN-AS1	NEXN-AS1	3	1	3	6	4	3	0	0	0	0	0	1	4	2	0	0	1	5
NF1	NF1	79	43	86	68	130	126	115	32	10	36	30	40	64	43	35	65	22	49
NF1P2	NF1P2	5	3	5	5	10	1	8	0	0	2	1	3	6	1	0	0	5	4
NF2	NF2	50	44	112	67.328	67	139.974	122	22	16	22	23.001	49	53.077	24	24.999	70	11	31
NFAM1	NFAM1	0	3	1	6	4	1	2	0	0	3	9	4	3	2	0	0	1	0
NFASC	NFASC	9	14	3	16	7	0	4	0	2	7	11	14	17	9	1	0	5	0
NFAT5	NFAT5	180	88	176	153.999	237	425.999	262	26	11	48	77	128	116	56	50	358	45	74
NFATC1	NFATC1	56	43	95	57.999	108.001	283	136	27	0	21	37	64.001	37.999	27.001	45	205	16	43
NFATC2	NFATC2	178	67	201	125	169	685	267	14	1	43	55	124	97	66	98	404	46	100
NFATC2IP	NFATC2IP	59	46	106	29	69	124	86	9	0	14	23	33	35	19	17	86	18	20
NFATC3	NFATC3	130.891	66	211	149	186	524.218	263.839	27	16	30	48	128	81	67	80	274	45	67
NFATC4	NFATC4	15	5	2	5	1	1	2	0	0	3	6	9	5	1	0	0	1	2
NFE2	NFE2	5	1	0	5	1	0	2	0	0	2	1	11	10	2	1	0	6	0
NFE2L1	NFE2L1	26	8	35	31	26	66	55	11	6	14	19	12	33	14	19	85	7	8
NFE2L2	NFE2L2	54	31	76	44	99	162	101.999	30	0	18	14	34	50	18	34	139	6	50
NFE2L3	NFE2L3	21	22	32	23	47	27	33	3	2	19	12	18	14	8	7	16	3	3
NFE4	NFE4	3	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0
NFIA	NFIA	27	58	47	67	53	23	54	1	4	16	32	40	47	29	7	18	12	16
NFIA-AS1	NFIA-AS1	1	0	0	2	1	0	0	0	0	1	0	0	3	0	0	0	0	0
NFIA-AS2	NFIA-AS2	6	2	1	14	3	0	1	0	0	3	1	0	6	1	0	0	4	2
NFIB	NFIB	68	31	49	53	100	2	66.999	2	2	17	24	38	55	10	5	0	33	22
NFIC	NFIC	27	12	41	20	23	87	49	0	1	13	18	17	9	11	24	104	0	16
NFIL3	NFIL3	6	4	2	1	8	3	3	0	0	6	11	1	9	6	0	0	0	0
NFIX	NFIX	3	2	3	1	3	2	3	0	0	0	1	1	1	6	0	3	0	2
NFKB1	NFKB1	36	27	82	47	34	120	50	11	13	6	20	36	37	18	15	96	14	44
NFKB2	NFKB2	18	3	38	15	9	46	20	9	0	10	2	11	12	1	9	43	0	13
NFKBIA	NFKBIA	56	72	112	38	252	182	98	21	27	11	30	33	31	41	23	181	4	38
NFKBIB	NFKBIB	4	6	17	13	11	29	18	0	6	3	4	8	9	2	1	26	0	9
NFKBID	NFKBID	11	7	15	10	17	31	20	0	1	6	8	10	11	10	1	28	1	9
NFKBIE	NFKBIE	2	5	5	1	4	7	6	0	0	2	0	3	3	6	0	2	1	13
NFKBIL1	NFKBIL1	4	3	15	4	9	16	16	4	1	2	6	9	8	4	0	9	1	7
NFKBIZ	NFKBIZ	64	35	129	91	125	429	193	45	0	21	95	80	52	68	57	206	21	48
NFRKB	NFRKB	47	46	93	54	89	133	113	16	6	21	21	53	43	26	17	75	31	18
NFS1	NFS1	16	6	28	13	21	34	28	6	10	14	10	11	11	5	8	21	9	8
NFU1	NFU1	14	7	26.001	12.999	24	46	29	3	3	3	9	12	7	7	8	35	5	1
NFX1	NFX1	89	44	110	92	79	177	104	33	23	26	33	45	52	32	31	110	18	42
NFXL1	NFXL1	26.358	6	23	23.673	29.713	62.945	30	15	0	4	6	9	12	19.009	17.794	39	2	8.159
NFYA	NFYA	33	28	47	42.704	62	152	73.829	23	2	13	22	39	24	11	30	125	29	21
NFYB	NFYB	32	37	50	25	37	67	59	6	0	12	16	39	29	26	3	70	13	25
NFYC	NFYC	24	25	57.364	37	38.539	153.378	71.536	2	0	2	13	29.546	29.404	22	24	108.437	2	10
NFYC-AS1	NFYC-AS1	22	3	19.636	20.001	25.461	37.622	25.464	2	1	17	8	15.454	11.597	13	6	12.563	3	10
NGB	NGB	1	0	0	1	1	0	2	0	0	0	0	3	2	0	0	0	0	0
NGDN	NGDN	29	17	57	24	59	110	61	5	8	9	10	20	10	15	32	75	15	7
NGEF	NGEF	2	2	0	7	0	0	3	0	0	0	3	1	0	0	0	0	1	0
NGF	NGF	1	0	1	2	1	1	0	0	0	0	0	0	1	1	0	0	0	0
NGF-AS1	NGF-AS1	7	1	0	8	6	0	1	0	0	6	10	7	16	5	0	0	1	10
NGFR	NGFR	1	2	0	6	2	0	1	0	1	0	0	0	2	2	0	0	1	1
NGLY1	NGLY1	44	22	86	48	75.001	152	97	12	4	15	21	32	41	41	33	82	14	19
NGRN	NGRN	67	47	138	66	81	145	103	18	6	21	16	60	41	23.453	30	122	22	61
NHEG1	NHEG1	2	3	0	3	6	0	2	1	0	2	2	2	5	7	0	0	8	1
NHEJ1	NHEJ1	9	7	37	22	30	40	27	17	1	10	7	12	5	9	5	19	5	19
NHLH1	NHLH1	0	1	0	2	1	0	1	0	0	0	0	1	1	5	0	0	0	2
NHLH2	NHLH2	1	0	1	3	2	0	5	0	4	3	1	6	1	5	0	0	0	0
NHLRC1	NHLRC1	3	3	9	2	9	4	7	0	0	6	2	6	6	3	0	0	2	0
NHLRC2	NHLRC2	107	59	121	162	127	163	124	34	7	29	64	72	73	72	59	27	38	48
NHLRC3	NHLRC3	24	11	33	22	34	67	45	1	0	2	21	19	16	6	8	26	1	2
NHLRC4	NHLRC4	5	4	2	2	5	6	7	0	0	0	5	0	0	3	4	0	1	5
NHP2	NHP2	12.756	13.914	66.951	26.509	27.485	69.114	53.631	0.862	0	2.627	3.77	32.846	14.571	10.599	6.492	60.057	6.345	29.356
NHS	NHS	19	21	15	34	29	3	14	0	2	8	15	17	21	14	8	8	1	8
NHS-AS1	NHS-AS1	0	1	0	0	1	0	2	0	0	0	0	1	1	0	0	0	1	0
NHSL1	NHSL1	10	9	18	16	22	0	7	0	2	2	12	7	12	15	0	3	0	11
NHSL2	NHSL2	15	5	6	7	12	5	5	1	0	6	5	7	15	5	0	16	7	0
NIBAN1	NIBAN1	37	54	111	83	70	174	74	20	23	17	20	29	62	40	23	180	14	23
NIBAN2	NIBAN2	2	2	1	2	1	1	2	0	0	0	0	1	0	0	0	0	0	0
NIBAN3	NIBAN3	2	1	4	7	2	1	4	0	0	9	1	2	13	2	0	0	2	0
NICN1	NICN1	11	15	12	13	14	30	15	0	0	10	12	13	18	3	7	28	7	4
NID1	NID1	19	7	4	14	8	0	3	3	1	1	11	10	14	5	0	2	11	3
NID2	NID2	11.52	2.752	1.043	10.417	10.53	1.001	4.561	0	0	8.237	6.053	8.002	11.514	1.012	0	3.143	3.884	0
NIF3L1	NIF3L1	31	23	36	28	30	50	38	5	7	4	10	15	19	6	23	42	12	21.001
NIFK	NIFK	36.948	15	60.993	35.984	47.982	79.999	58.99	13	7	15	7	23	31	16	17	93.971	14	1
NIFK-AS1	NIFK-AS1	17.052	13	26.007	17.016	14.019	27	31.011	1	0	4	13	16	15	10	7	36.029	1	12
NIM1K	NIM1K	4	3	4	11	10	5	3	0	0	2	4	6	12	2	0	0	4	1
NIN	NIN	131	87	268	195	180	405	192	18	25	55.999	79	130	141	52	93	271	50	148
NINJ1	NINJ1	13	22	33	18	31	40	31	4	9	6	6	10	9	14	4	41	0	5
NINJ2	NINJ2	4	3	14	10	17.001	38	26	4	0	1	3	4	14	6	1	33	2	9
NINJ2-AS1	NINJ2-AS1	7	3	7	5	9	6	17	1	0	3	5	4	6	4	2	2	0	0
NINL	NINL	5	6	0	8	7	3	3	0	0	1	3	7	7	10	1	0	3	2
NIP7	NIP7	29	8	53	32	29	96	51	21	7	10	11	27	22	15	35	92	9	31
NIPA1	NIPA1	29	12	29	21	30	56	21	1	2	9	9	8	34	8	18	33	11	11
NIPA2	NIPA2	48.662	22.622	89.603	54.141	68.868	118.537	87.103	30	4	13.368	12.817	33.217	41.79	22.124	17	83.463	2	42
NIPAL1	NIPAL1	19	16	14	20	20	3	4	3	0	10	11	17	18	13	0	1	4	1
NIPAL2	NIPAL2	38	12	17	38	25	38	37	1	0	13	15	22	20	13	0	13	11	20
NIPAL3	NIPAL3	86	52.999	174	127	86	280	209.999	51	4	41	45.999	75.999	86	54	31	222	12	62
NIPAL4	NIPAL4	4	8	1	5	9	7	4	0	0	2	3	7	8	4	1	33	3	2
NIPBL	NIPBL	166	105	243	184	253	464	291	43	12	52	100	124	101	128	73	395	42	87
NIPBL-DT	NIPBL-DT	38	24	55	48	42	73	48	4	0	12	20	24	30	16	30	30	6	23
NIPSNAP1	NIPSNAP1	24	14	43	20	26	73	62	10	7	4	6	15	26	6	8	44	3	9
NIPSNAP2	NIPSNAP2	31	15	61	26	46	69	61	14	6	4	5	33	25	6	22	112	17	12
NIPSNAP3A	NIPSNAP3A	20	11	40.898	29	15	34.344	20	2	0	3	4	15	10	13.87	3	41	7	22.729
NIPSNAP3B	NIPSNAP3B	28	7	18.102	28	31	16.655	16	10	2	5	8	15	16	8.13	6	0	14	13.271
NISCH	NISCH	51	53	107	67	116	179	145.999	35	2	19	29	45	48	30	57	170	14	42
NIT1	NIT1	13.203	11	11.446	16.479	31.467	26.356	21.854	6	1.399	4	5.828	6.014	13.032	12.366	5.056	17	7.485	7.908
NIT2	NIT2	86	41	100	68	92	118	91	17	6	21	28	59	69	14	27	85	23	44
NKAIN1	NKAIN1	1	1	3	0	2	0	1	0	0	1	0	0	0	11	0	0	1	0
NKAIN2	NKAIN2	8	7	14	22	19	1	12	0	1	2	6	5	10	3	0	0	10	7
NKAIN3	NKAIN3	13	8	11	9	24	1	8	5	3	4	5	3	16	3	0	0	6	10
NKAIN3-IT1	NKAIN3-IT1	45	22	25	46	60	1	28	21	3	25	20	20	34	17	1	2	14	10
NKAIN4	NKAIN4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
NKAP	NKAP	29	23	71	49	58	75	51	3	1	17	29	34	38	15	11	66	23	19
NKAPD1	NKAPD1	18.185	14.105	43.162	19	29.037	53.928	47.946	6.227	3	5	7	14	22.981	17	2	17.427	4	17
NKAPL	NKAPL	2	13	0	3	0	5	1	0	0	0	0	1	5	5	0	0	1	0
NKAPP1	NKAPP1	8	5	13	13	6	14	10	5	1	5	16	10	6	8	3	4	4	3
NKD1	NKD1	15	22	20	24	25	27	14	7	8	13	12	16	30	10	0	28	9	7
NKD2	NKD2	0	0	0	0	1	0	1	0	0	0	0	1	0	5	0	0	1	0
NKG7	NKG7	6	4	29	30	5	74	91	6	0	0	1	9	2	0	4	35	10	26
NKILA	NKILA	3	0	3	0	0	1	1	0	0	0	0	3	3	0	0	2	0	0
NKIRAS1	NKIRAS1	16.606	7	6	11.002	12.238	15.481	16	0	1	2	10	15	10.768	6.029	11	51	4	5
NKIRAS2	NKIRAS2	5	12	18	11	21	43	28	1	4	2	7	16	9	17	12	56	15	14
NKPD1	NKPD1	5	2	6	2	7	2	7	0	2	1	0	4	6	6	0	0	4	5
NKRF	NKRF	25	18	14	36	27	34	35	0	2	11	9	27	31	12	12	18	15	8
NKTR	NKTR	227	152	335	165	391	643.002	347	70	18	52	90	148	109	137	113.002	377	54	131.002
NKX1-1	NKX1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX1-2	NKX1-2	4	2	0	8	10	1	7	0	0	8	1	0	6	0	0	0	8	1
NKX2-1	NKX2-1	0	3	0	0	2	0	0	0	0	0	0	0	0	3	4	0	3	0
NKX2-1-AS1	NKX2-1-AS1	2	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0
NKX2-2	NKX2-2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-3	NKX2-3	0	1	0	1	1	1	0	0	0	2	0	1	0	1	0	0	1	0
NKX2-4	NKX2-4	2	2	0	3	0	1	1	0	0	0	0	0	1	3	0	0	0	0
NKX2-5	NKX2-5	1	0	0	1	1	2	0	0	1	1	3	0	0	0	0	0	5	0
NKX2-6	NKX2-6	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NKX2-8	NKX2-8	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NKX3-1	NKX3-1	8	3	6	10	11	1	5	0	0	9	1	1	9	12	1	0	10	0
NKX3-2	NKX3-2	2	0	0	2	1	3	0	0	0	1	0	0	0	5	0	0	2	0
NKX6-1	NKX6-1	0	0	0	0	1	0	1	1	0	0	0	2	0	0	1	0	0	0
NKX6-2	NKX6-2	2.23	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
NKX6-3	NKX6-3	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NLE1	NLE1	10	17	24	13	18.228	29	29	2	0	8	8	9	12.834	15	14	9	2	35
NLGN1	NLGN1	73	65	104	71	173	3	151	13	4	43	22	51	74	36	1	2	36	96
NLGN1-AS1	NLGN1-AS1	1	1	1	3	5	0	3	0	0	1	0	3	1	4	0	0	0	0
NLGN2	NLGN2	0	1	1	0	1	3	3	0	0	1	0	4	1	1	2	4	0	0
NLGN3	NLGN3	4	2	4	0	2	9	6	0	0	0	3	7	6	2	5	1	1	0
NLGN4X	NLGN4X	22	11.215	8	17	13	0	9	0	6	6	11	10	9	12	1	0	9	5
NLGN4Y	NLGN4Y	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	7
NLGN4Y-AS1	NLGN4Y-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLK	NLK	19	10	13	19	25	35	24	4	1	1	7	11	8	13	5	4	3	5
NLN	NLN	58	19	41	41	83	7	46	0	2	17	10	34	60	22	1	15	37	17
NLRC3	NLRC3	170	87	230	161	155	409	196	50	15	30	56	119	82	46	94	391	27	83
NLRC4	NLRC4	18	9	3	11	12	3	1	2	2	7	4	5	14	1	0	0	1	15
NLRC5	NLRC5	234	93	271	251	210	830	386	57	28	38	91	117	112	67	169	490	44	140
NLRP1	NLRP1	152	94	304	181	226	548	382	37	7	58	103	137	105	96	104	315	44	145
NLRP10	NLRP10	12	10	4	16	11	0	10	2	0	9	5	5	22	3	1	0	0	5
NLRP11	NLRP11	13	13	3	11.999	8	3	6	0	0	2	4	4	12	5	0	0	6	8
NLRP12	NLRP12	10	5	0	9	7	0	1	3	0	1	16	7	11	9	1	0	3	2
NLRP13	NLRP13	12	13	8	15	0	0	6	0	0	1	13	13	8	3	3	0	5	7
NLRP14	NLRP14	11	4	4	9	23	0	10	1	0	2	9	2	17	5	0	0	7	5
NLRP2	NLRP2	7	4	6	7	3.685	19.817	9	0	0	10.84	4.563	5	5.601	1	3	50	1	4
NLRP2B	NLRP2B	6	5	2	2	9	1	5	0	0	0	1	7	5	11	0	0	0	0
NLRP3	NLRP3	16	10	9	15	14	32	12	4	1	7	9	9	23	10	3	11	9	4
NLRP4	NLRP4	9	14	6	12.001	8	2	4	2	0	7	6	8	25	4	7	1	4	1
NLRP5	NLRP5	6	3	2	11	7	0	0	4	0	1	7	12	8	3	0	0	2	1
NLRP6	NLRP6	35	10	47	24	49	50	18	0	0	26	0	19	26	8	0	41	6	0
NLRP7	NLRP7	4	2.001	2	6	6.315	4.183	1	1	2	2.16	9.437	0	3.399	1	0	0	0	1
NLRP8	NLRP8	20	10	8	14	9	0	8	1	0	2	7	4	14	5	3	4	9	12
NLRP9	NLRP9	6.309	3	2.763	19.662	5.488	0	0	0	0	1	14	2.352	5.233	5	0	0	0	6
NLRX1	NLRX1	8	4	13	4	8	18	11	5	3	3	1	5	2	2	4	5	7	6
NMB	NMB	1	1	2	1	0	5	4	0	0	2	0	1	1	0	0	5	0	1
NMBR	NMBR	6	6	16	6	5	0	11	0	1	5	1	2	11	6	1	0	0	5
NMD3	NMD3	49	32	78	44	77	89	79	16	10	18	17	27	27	38	1	131	21	52
NME1	NME1	0	7	7.34	8	12	20.199	17	0	0	1	4	2	0	3.726	2.498	6.33	0	5
NME1-NME2	NME1-NME2	7.199	0	14.163	0	0	45.058	0	0	0	0	0	0	4.559	8.631	20.881	13.651	1.418	0
NME2	NME2	34.801	35	176.498	68	30	182.744	135	37	16	18	12	60	32.441	21.643	63.621	298.019	8.582	65
NME3	NME3	5	5	40	15	29	43	33	6	0	7	1	12	7	2	8	26	8	8
NME4	NME4	11	1	9	2	8	21	5	0	0	2	2	2	4	1	0	20	0	0
NME5	NME5	5	8	4	2	2	0	0	0	0	2	1	1	5	5	3	0	3	0
NME6	NME6	23	18	39	40	37	74	51	8	3	7	16	27	14	14	14	61	1	19
NME7	NME7	11.999	3	13	6.998	21	22	10	2	0	5	5.998	6	1	3	10	0	9	5
NME8	NME8	4	2	7	4	11	0	5	3	0	1	0	2	3	7	2	0	3	2
NME9	NME9	8	17	8	14	13	11	11	0	0	1	7	15.999	15	15	6	5	10	20
NMI	NMI	25	16	66	28	27	89	70	1	0	9	9	19	20	18	9	92	13	39
NMNAT1	NMNAT1	26	17	7	24	33	17	19	7	5	12	14	18	14	7	1	7	8	13
NMNAT2	NMNAT2	23	9	10	18	11	1	8	8	0	11	13	5	18	18	0	0	0	6
NMNAT3	NMNAT3	10	7	6	12	5	0	10	1	2	6	8	3.215	9	4	0	3.235	2	0
NMRAL1	NMRAL1	22.001	11	29	13	19	46	35.001	6	0	2	5	16	11	6	11	68.001	3	5
NMRAL2P	NMRAL2P	6	5	1	10	8	1	5	0	0	2	3	2	9	2	0	0	2	1
NMRK1	NMRK1	64	22	102	35	63	198	127	26	4	10	27	50	45	39	16	227	7	32
NMRK2	NMRK2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NMS	NMS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMT1	NMT1	33	28	34	25	21	94	48	11	7	14	21	26	16	31	12	48	14	20
NMT2	NMT2	61	33	90	50	58	160	104	12	11	12	33	39	36	38	18	115	11	16
NMU	NMU	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NMUR1	NMUR1	1	5	1	2	10	3	3	0	1	3	5	3	2	8	0	0	0	0
NMUR2	NMUR2	1	2	4	7	14	2	8	0	0	1	7	9	13	5	4	4	1	9
NNAT	NNAT	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
NNMT	NNMT	17	9	1	16	4	1	3	0	0	1	6	7	7	2	0	0	0	2
NNT	NNT	59	27	107	81	65	201.828	116	17	5	19	23	41	43	32	27	137	23	25
NNT-AS1	NNT-AS1	25	8	44	21	34	32.171	39	8	0	11	10	21	12	11	9	13	8	29
NOA1	NOA1	37	21	100	41	54	119	62	7	0	13	29	33	25	31	31	107	22	26
NOB1	NOB1	26	20	53	22	45	73	61	3	5	8	13	14	15	15	19	121	4	10
NOBOX	NOBOX	1	2	1	2	0	0	0	0	0	0	0	0	4	2	0	0	0	0
NOC2L	NOC2L	36	23.01	48	28.964	32.895	74.588	55.317	7.051	0	6.684	13	11	13	21.966	26.978	81.972	0	9
NOC2LP2	NOC2LP2	0	2	0	1	4.101	2.058	0	0	1	3.316	2	0	3	3	1.022	1.007	0	0
NOC3L	NOC3L	22	11	50	33	34	54	48	2	5	8	17	27	30	9	3	59	6	9
NOC4L	NOC4L	5	1	16	3	10	20	17	2	0	3	5	6	6	5	13	29	1	17
NOCT	NOCT	6	5	9	8	10	14	3	0	2	3	5	7	6	2	0	0	2	0
NOD1	NOD1	12	18	26	27	18	61	34	2	8	9	9	15	20	8	4	69	8	24
NOD2	NOD2	18	8	26	31	17	25	41	7	0	4	13	6	20	16	7	61	1	21
NODAL	NODAL	2	3	1	3	6	2	0	1	0	3	2	2	1	4	6	0	4	0
NOG	NOG	0	0	4	2	1	11	11	0	6	1	1	0	3	0	1	4	0	1
NOL10	NOL10	33	22	26	35	24	58	35	12	13	7	13	19	25	14	16	63	6	28
NOL11	NOL11	49	40	108	48	84	151	84	9	4	19	27	29	44	21	20	130	19	24
NOL12	NOL12	13	10	28	20	18	43	37	3	0	4	16	12	15	4	8	40	8	9
NOL3	NOL3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NOL4	NOL4	12	9	16	4	30	2	20	3	3	6	10	10	23	9	0	1	7	8
NOL4L	NOL4L	69	55	145	87	122	259	152	21	6	26	48	61	42	46	45	207	34	71
NOL4L-DT	NOL4L-DT	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
NOL6	NOL6	28	18	45	22	29	92	60	3	0	5	8	8	22	9	10	110	4	13
NOL7	NOL7	63	38.01	96	39.012	62.029	180.018	107.004	17	4	14.996	14	32	24	24.977	33.002	171.915	15	55
NOL8	NOL8	71	31	131	79	97.999	168.999	131	4	14	11	34	38	44	41	33	126	22	31
NOL9	NOL9	58	59	127	101	63	143	119	8	4	26	34	56	62	29	23	84	21	16
NOLC1	NOLC1	44	29	89	49	68	122	62	18	6	11	23	31	38	36	36	63	6	28
NOM1	NOM1	26.377	18	51	17	20	48	45	3	4	15	18	21	25	27	1	104	6	24
NOMO1	NOMO1	8.396	0	0	0	0	0	0	0	0	12.076	0	0	0	12.91	0	0	4.977	0
NOMO2	NOMO2	53.303	18.824	66.58	30.444	54.711	112.94	66.484	11	2	0	20.334	14.906	39.436	0	16.153	115.811	0	7.233
NOMO3	NOMO3	9.301	28.176	83.419	60.556	40.288	30.06	34.517	0	0	12.924	19.666	50.095	55.564	12.09	9.847	48.189	22.023	60.766
NONO	NONO	160	106	275	152	213	660	400	67	38	37	72	101	87	118	110	512	54	114
NOP10	NOP10	15	15	34	17	12	93	47	3	3	3	7	13	8	7	13	99	7	23
NOP14	NOP14	38.751	27	68.307	41	38.53	108.434	78.159	9	2	16	17	49	29	31	12	113.999	3	12
NOP14-AS1	NOP14-AS1	12.249	10	19.693	14	24.47	41.566	34.841	2	2	2	4	16	8	17	3	20	10	9
NOP16	NOP16	5	5	26.999	11.001	18	47.996	17	2	1	4	3	7.383	9	12.017	5.989	33.994	5	4
NOP2	NOP2	25	13	78	23	60	97	63	6	4	3	4	22	38	18	13	119	7	40
NOP53	NOP53	519.969	489.901	1429.584	484.836	873.117	1778.763	678.218	69	131.967	65.98	190.958	468.848	369.956	227.971	307.99	1691.806	115.05	431.993
NOP53-AS1	NOP53-AS1	2	0	2	1	0	1	0	0	0	0	1	1	1	2	0	0	0	0
NOP56	NOP56	57.127	23	116	61	70.001	236	136	19	10	12	19	26	35	13	30	118	8	28
NOP58	NOP58	83	51	148	68	121	314	133	15	11	21	28	59	65	53	76	278	18	68
NOP9	NOP9	23.663	6.172	13.622	25.018	20.982	35.514	38.133	10	0	9	10	18.003	5.206	14.097	6.056	22.451	0	5.284
NORAD	NORAD	140.783	141.642	255.154	123.855	128.163	270.45	181.999	22	23	56.623	77.451	120.48	101.577	54	79.755	216.543	45.754	83.929
NOS1	NOS1	29	24	6	23	16	4	15	6	0	11	21	11	42	17	3	0	14	15
NOS1AP	NOS1AP	9	8	6	6	4	0	4	0	0	5	5	10	4	23	0	0	7	3
NOS2	NOS2	2	2	0	4	2	0	1	1	0	0	4	7	3	2	0	0	0	1
NOS2P3	NOS2P3	19	17	6	13	14	2	9	3	0	7	7	16	22	12	2	0	8	4
NOS3	NOS3	3.537	5.911	11.754	4	9.047	15.261	2.237	0	0	0	4	3	5.625	2.336	3.191	8.654	1	15.983
